MultiBN;4DIM;SANTOS;..;instances;4_a_6_90_3.tree;6;15;0;0;0.000018;0.000553;0.000000;259;425;0;0;32;0;htc-cmp001;Mon Apr  3 12:17:55 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_10_100_3.tree;10;42;1;5;0.000042;0.298696;0.298000;2941;38785;0;0;252;0;htc-cmp001;Mon Apr  3 12:17:55 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_10_150_2.tree;10;43;0;5;0.000138;1.005489;1.005000;3497;91997;0;0;510;0;htc-cmp001;Mon Apr  3 12:17:55 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_10_150_4.tree;10;44;0;8;0.000046;0.459722;0.459000;3040;63358;0;0;506;0;htc-cmp001;Mon Apr  3 12:17:56 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_11_110_5.tree;11;49;0;5;0.000053;2.080427;2.080000;4311;211926;0;0;1018;0;htc-cmp001;Mon Apr  3 12:17:56 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_5_50_1.tree;5;9;0;0;0.000013;0.000059;0.000000;55;67;0;0;16;0;htc-cmp001;Mon Apr  3 12:17:57 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_8_160_1.tree;8;28;0;3;0.000028;0.008494;0.008000;531;4869;0;0;126;0;htc-cmp001;Mon Apr  3 12:17:57 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_7_140_5.tree;7;21;0;3;0.000023;0.001716;0.001000;376;1322;0;0;63;0;htc-cmp001;Mon Apr  3 12:17:57 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_6_120_3.tree;6;15;0;1;0.000018;0.000298;0.000000;124;276;0;0;31;0;htc-cmp001;Mon Apr  3 12:17:57 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_7_35_5.tree;7;18;0;0;0.000020;0.001588;0.001000;377;1261;0;0;62;0;htc-cmp001;Mon Apr  3 12:17:58 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_10_50_3.tree;10;36;0;3;0.000038;0.210200;0.209000;2064;48409;0;0;501;0;htc-cmp001;Mon Apr  3 12:17:58 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_11_165_4.tree;11;51;0;7;0.000054;0.727710;0.727000;2094;103156;0;0;998;0;htc-cmp001;Mon Apr  3 12:17:58 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_7_35_1.tree;7;17;1;1;0.000022;0.000331;0.000000;142;360;0;0;32;0;htc-cmp001;Mon Apr  3 12:17:58 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_8_40_3.tree;8;23;0;2;0.000026;0.002390;0.002000;252;2137;0;0;122;0;htc-cmp001;Mon Apr  3 12:17:59 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_5_100_4.tree;5;10;1;2;0.000013;0.000014;0.000000;11;15;0;0;8;0;htc-cmp001;Mon Apr  3 12:17:59 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_8_40_1.tree;8;23;0;2;0.000023;0.005005;0.005000;449;3550;0;0;124;0;htc-cmp001;Mon Apr  3 12:17:59 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_9_180_4.tree;9;36;0;1;0.000110;0.040323;0.039000;1090;20246;0;0;256;0;htc-cmp001;Mon Apr  3 12:18:00 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_5_75_4.tree;5;10;0;0;0.000016;0.000042;0.000000;22;55;0;0;16;0;htc-cmp001;Mon Apr  3 12:18:00 2023
MultiBN;4DIM;SANTOS;..;instances;4_a_10_50_5.tree;10;33;0;3;0.000035;0.969222;0.969000;3756;65849;0;0;473;0;htc-cmp001;Mon Apr  3 12:18:01 2023
